Administrator,Access Type,Notes,Use Type,lake_id
US Forest Service,Carry-In,Phoebe River (Phoebe Lake),Fee/Permit needed,16065700
US Forest Service,Portage,,Open to Public use,16065900
US Forest Service,Portage,,Open to Public use,16065900
US Forest Service,Portage,,Open to Public use,16065900
US Forest Service,Portage,,Fee/Permit needed,16066400
Unknown,Other,ACCESSIBLE ONLY BY A 1.3 MILE HIKE NORTH ON OLD ROAD TO THE SOUTH SHORE OF LAKE.,Unknown,16066600
Unknown,Other,700 FT. HIKE THROUGH WOODED SPHAGNUM BOG ON OLD WINTER RD. 0.3 MILES WEST OF HOG CREEK,Unknown,16066700
US Forest Service,Carry-In,Entirely within BWCA; Canoe access via portage trail from Hug Lake on the southeast end.,Unknown,16067300
US Forest Service,Carry-In,Entirely within BWCA; Canoe access via portage trail from Hub Lake on the north end.,Unknown,16067300
US Forest Service,Carry-In,Entirely within BWCA; Canoe access via portage trail from Chaser Lake on the west end.,Unknown,16067300
US Forest Service,Carry-In,Entirely within the BWCAW. Canoe access via portage trail from Frederick L. on the southeast end; Mug L. on the northwest end.,Unknown,16068600
US Forest Service,Portage,,Fee/Permit needed,16070600
US Forest Service,Portage,,Fee/Permit needed,16070600
US Forest Service,Portage,,Fee/Permit needed,16070600
Unknown,Other,No public access. In BWCA portages from Frinchand Gillis Lakes.,Unknown,16071600
US Forest Service,Other,Entirely inside the BWCAW. Access by portage from Powell and Virgin Lakes.,Unknown,16071800
US Forest Service,Portage,,Fee/Permit needed,16071900
US Forest Service,Carry-In,The lake is entirely within the BWCAW; with portage trails from Little Saganaga and Gabimichigami Lakes.,Unknown,16072000
US Forest Service,Carry-In,Inside the BWCAW; access by a rough trail from Little Saganaga Lake.,Unknown,16072100
US Forest Service,Other,Inside BWCAW; access by channel from Little Saganaga Lake.,Unknown,16072200
US Forest Service,Portage,,Fee/Permit needed,16072300
US Forest Service,Carry-In,Lake is entirely inside the BWCA; with portages from Crooked and Tuscarora Lakes.,Unknown,16072600
US Forest Service,Other,Entirely inside the BWCAW. Access by portage trails from Tarry; Little Saganaga; and Whipped Lakes.,Unknown,16073200
US Forest Service,Portage,,Fee/Permit needed,16075200
US Forest Service,Portage,,Fee/Permit needed,16075200
US Forest Service,Portage,,Fee/Permit needed,16075300
US Forest Service,Carry-In,Entirely inside the BWCAW. Portages from Gillis; Powell; Peter; and Seahorse Lakes.,Unknown,16075500
US Forest Service,Other,Entirely inside the BWCAW. Access by portage from French and West Fern Lakes.,Unknown,16075600
US Forest Service,Portage,,Fee/Permit needed,16075700
US Forest Service,Carry-In,Portage trails from Sea Gull; Red Rock; and Jasper Lakes. Lake is entirely inside the BWCAW.,Unknown,16075900
US Forest Service,Other,Entirely inside the BWCAW. Barely accessible by bushwacking from Jap Lake.,Unknown,16076300
DNR,Portage,,Fee/Permit needed,16076500
US Forest Service,Other,A 40 rod portage trail from Alpine L. provides access to NE tip of Jasper Lake. Entirely inside BWCAW.,Unknown,16076800
US Forest Service,Other,Inside BWCAW; access by portage from SE shore of Jasper Lake.,Unknown,16076900
Unknown,Other,NONE,Unknown,16078200
US Forest Service,Carry-In,Lake is entirely inside the BWCAW. Accessible by portage trails from Bingshick; Glee; and Flying Lakes; the Chub River; and the Kekekabic Tr.,Unknown,16078300
US Forest Service,Other,Lake is entirely inside the BWCAW. Access via portage trail from Gabimichigami Lake; or via the Kekakabic Trail (about 8 miles).,Unknown,16078900
US Forest Service,Other,Inside the BWCAW; access by portage from Saganaga and Alpine Lakes.,Unknown,16079300
US Forest Service,Portage,,Fee/Permit needed,16079600
Unknown,Other,Accessible via 0.15 mile portage trail from Saganaga Lake.,Unknown,16079700
US Forest Service,Other,Accessible via 0.5 mile portage trail from N bay of Sea Gull Lake. Lake is totally inside BWCAW.,Unknown,16079800
Unknown,Other,By canoe- In Boundary Water Canoe Area-from Sea Gull Lake via portage.,Unknown,16080100
US Forest Service,Portage,Well used portage trail,Open to Public use,16080500
US Forest Service,Portage,Well used portage trail,Open to Public use,16080500
US Forest Service,Portage,well used portage trail,Open to Public use,16080500
US Forest Service,Portage,Lightly used portage trail,Open to Public use,16080500
US Forest Service,Carry-In,Road is very rough and is marginally suited to 4x4 pickups. People use ATVs with canoe racks or small trailers to haul small boats in.,Open to Public use,16080600
US Forest Service,Portage,USFS 1271 (AC1 trail) crosses the outlet at the 5 rod portage.,Open to Public use,16080600
US Forest Service,Portage,SE corner of lake,Open to Public use,16080600
US Forest Service,Carry-In,,Open to Public use,16080600
US Forest Service,Other,BWCAW access via canoe route; no motorized travel allowed.,Unknown,16080700
US Forest Service,Portage,120 rod portage from Grace Lake.,Open to Public use,16080800
US Forest Service,Portage,Canoeable route from Knight Lake.,Open to Public use,16080800
US Forest Service,Portage,,Fee/Permit needed,16080900
US Forest Service,Portage,,Fee/Permit needed,16081100
US Forest Service,Other,USFS portages from Jasper Lake on E end and Ogishkemuncie Lake on W end.,Unknown,16081200
US Forest Service,Portage,,Fee/Permit needed,16081300
US Forest Service,Portage,,Fee/Permit needed,16081400
US Forest Service,Portage,,Fee/Permit needed,16081600
Unknown,Other,10 rod portage from Cow Lake.,Unknown,16084000
US Forest Service,Carry-In,,Open to Public use,16089600
US Forest Service,Carry-In,,Open to Public use,16089700
DNR,Carry-In,,Open to Public use,16089900
Unknown,Other,NONE,Unknown,16090000
DNR,Carry-In,,Open to Public use,16090100
DNR,Carry-In,,Open to Public use,16090100
DNR,Gravel,,Open to Public use,16090100
DNR,Carry-In,,Open to Public use,16090300
Unknown,Other,NONE,Unknown,16090300
US Forest Service,Carry-In,With heavy rains the past 2 weeks in this area the carry in trail had 6 to 10 inches of water on the bog portion of the trail.,Open to Public use,16090500
DNR,Concrete,LOCATED ON EAST SIDE OF LAKE.,Open to Public use,17000300
DNR,Earthen,LOCATED ON WEST SIDE OF LAKE; ADJACENT TO WILDLIFE MANAGEMENT AREA.,Open to Public use,17000300
DNR,Concrete,,Open to Public use,17000700
,Concrete,,Unknown,17000700
Unknown,Other,ROAD RIGHT-OF-WAY ON NORTH SIDE.,Unknown,17001300
DNR,Gravel,STATE OWNED ACCESS ON NORTHEAST SIDE OF LAKE. ACCESS DEVELOPED IN 1996,Open to Public use,17002000
City,Concrete,ONE PUBLIC BOAT ACCESS ON WEST SIDE OWNED BY CITY OF WINDOM,Unknown,17002200
Unknown,Other,TWO PUBLIC ACCESSES ON WEST SIDE OF LAKE. OWNED BY CITY.,Unknown,17002700
DNR,Concrete,STATE OWNED PUBLIC ACCESS ON WEST SIDE OF LAKE.,Open to Public use,17005400
DNR,Concrete,STATE-OWNED ACCESS ON NORTH END OF NORTH LAKE,Open to Public use,17005600
County,Gravel,COUNTY OWNED ACCESS ON SOUTH END OF NORTH LAKE,Unknown,17005600
DNR,Concrete,STATE OWNED ACCESS ON SOUTHSHORE,Open to Public use,17006000
DNR,Carry-In,STATE OWNED CANOE ACCESS ON DES MOINES RIVER,Open to Public use,17006000
DNR,Concrete,STATE OWNED ACCESS ON EAST SIDE OF LAKE,Open to Public use,17007300
County,Other,COUNTY PARK ON EAST SIDE BOAT ACCESS IS CARRY-IN ONLY.,Unknown,17008500
Unknown,Other,Access from the inlet on the west end of the lake off of County Rd. 10.,Unknown,18000200
DNR,Other,DNR access on west shore of the lake.,Open to Public use,18000900
Unknown,Other,None.,Unknown,18001400
DNR,Concrete,Public access on west shore of lake 1 1/4 miles north of Hwy. 2 - state ownership.,Open to Public use,18001800
DNR,Concrete,,Open to Public use,18002000
Township,Gravel,Section line road on east side of lake.,Unknown,18002100
Unknown,Other,Access off of County Rd. #26 on S side of E bay.,Unknown,18002600
Unknown,Other,None.,Unknown,18003300
DNR,Asphalt,Located on the west shore of the northwest bay off of township road; off Co. Rd. 14,Open to Public use,18003400
Township,Earthen,Located on the east shore of the middle bay; at the end of the township road; west of County Road 10.,Unknown,18003400
DNR,Concrete,You have to travel through the river channel for several hundred feet to get to the lake.,Open to Public use,18003800
DNR,Concrete,,Open to Public use,18004100
Unknown,Channel,,Open to Public use,18004400
Unknown,Other,Access on east shore directly off roadway.,Unknown,18004800
Unknown,Channel,,Open to Public use,18005000
County,Concrete,West side of lake,Open to Public use,18005900
Unknown,Other,None.,Unknown,18006000
Unknown,Other,None.,Unknown,18006100
County,Other,County land access on the west end of the lake.,Unknown,18006200
Unknown,Other,None.,Unknown,18006500
Unknown,Other,None.,Unknown,18007000
Township,Gravel,There are no parking signs along the road for quite a distance.,Open to Public use,18007200
Unknown,Other,None.,Unknown,18007600
Unknown,Other,None.,Unknown,18007900
County,Other,,Unknown,18008700
DNR,Concrete,West side of lake,Open to Public use,18008800
,Channel,Channel from Sullivan Lake,Open to Public use,18008800
City,Concrete,,Open to Public use,18009000
DNR,Concrete,,Open to Public use,18009000
DNR,Concrete,At channel between Big Rabbit and East Big Rabbit.,Open to Public use,18009301
DNR,Concrete,Located on the east side in the channel between East Big and Big Rabbit.,Open to Public use,18009302
DNR,Concrete,,Open to Public use,18009600
DNR,Concrete,,Open to Public use,18010400
Unknown,Other,,Unknown,18010800
County,Earthen,Off Co.Rd. 102; on trail for 1/3 mi to outlet at SW end of lake.,Unknown,18011100
Unknown,Other,None.,Unknown,18011400
Unknown,Other,None.,Unknown,18011500
Unknown,Other,East shore ownership not known.,Unknown,18011600
DNR,Concrete,Access on the south side of the lake.,Open to Public use,18011700
County,Earthen,On the NE side off County Rd. 28.,Unknown,18011800
Unknown,Other,None.,Unknown,18012200
Unknown,Other,None.,Unknown,18012600
Township,Earthen,North side of lake; on section line; off Township Rd. 109.,Unknown,18012900
DNR,Concrete,,Open to Public use,18013100
Unknown,Other,None.,Unknown,18013300
Township,Gravel,On SW side; off Twp. Road 110.,Unknown,18013500
DNR,Concrete,,Open to Public use,18013600
City,Concrete,Located on the east side; within the city of Riverton.,Unknown,18013900
DNR,Concrete,Located on the west side off of gravel township road.,Open to Public use,18013900
DNR,Concrete,,Open to Public use,18014000
City,Concrete,South end of lake in Lum Park.,Open to Public use,18014500
County,Concrete,French Rapids.,Unknown,18014500
Unknown,Other,None.,Unknown,18014700
DNR,Concrete,,Open to Public use,18015500
County,Concrete,Road to access is very sandy and bumpy. May limit access.,Open to Public use,18016100
Unknown,Other,None.,Unknown,18016300
Unknown,Other,None.,Unknown,18016400
DNR,Concrete,,Open to Public use,18016500
Unknown,Other,Access is gained via Mud Brook from Island Lake.,Unknown,18016600
Unknown,Other,None.,Unknown,18016700
DNR,Concrete,Access is in a small bay with a narrow channel out to main lake.,Open to Public use,18016900
DNR,Concrete,,Open to Public use,18017000
Unknown,Other,None.,Unknown,18018000
DNR,Concrete,West side of south bay.,Open to Public use,18018300
DNR,Concrete,,Open to Public use,18018400
Unknown,Other,Access via the Little Pine River on the northeast end of Emily Lake.,Unknown,18018500
DNR,Concrete,East side of lake off State Hwy 6,Open to Public use,18018600
Unknown,Other,None.,Unknown,18019100
DNR,Concrete,Located on northeast shore.,Open to Public use,18019500
DNR,Concrete,,Open to Public use,18020300
Unknown,Other,None.,Unknown,18020500
Unknown,Other,Unimproved access at end of logging trail on county land - southeast end of the lake.,Unknown,18020600
Unknown,Other,None.,Unknown,18020700
DNR,Carry-In,State-owned carry-down access on the south side of the lake.,Open to Public use,18020800
Unknown,Other,None.,Unknown,18020900
DNR,Concrete,Northwest shore; off State Hwy. 6.,Open to Public use,18021200
Unknown,Other,None.,Unknown,18021300
City,Gravel,On east shore off township road.,Unknown,18021800
DNR,Other,DNR ownership T.139N R.26W S.35.,Open to Public use,18022000
DNR,Concrete,East side of lake; off gravel township road.,Open to Public use,18022500
DNR,Concrete,,Open to Public use,18022600
DNR,Other,Access to be completed in 2013,Open to Public use,18022700
Unknown,Other,None.,Unknown,18023300
Unknown,Other,Public access on Mississippi River 1\4 miles south of Half Moon Lake.,Unknown,18023800
Unknown,Other,T.135N R.27W. SW side of 18 - DNR ownership.,Unknown,18023900
Unknown,Other,Public access on the east side of the lake and owned by Crow Wing County.,Unknown,18024000
DNR,Concrete,,Open to Public use,18024200
DNR,Concrete,,Open to Public use,18024300
DNR,Concrete,Access on south end of east basin off Mission Park Drive.,Open to Public use,18025100
Unknown,Other,None.,Unknown,18025400
DNR,Concrete,East side of lake.,Open to Public use,18025600
DNR,Concrete,Southwest corner of lake.,Open to Public use,18026100
Unknown,Channel,Access through channel from Daggett Lake.,Unknown,18026600
Unknown,Other,None - Access through channel from Whitefish Lake.,Unknown,18026900
Unknown,Other,Access through channel from Cross Lake.,Unknown,18027100
Unknown,Other,None.,Unknown,18027300
DNR,Carry-In,Located on the east side of the lake.,Open to Public use,18027800
Unknown,Other,None.,Unknown,18028200
Unknown,Other,None.,Unknown,18028400
Unknown,Other,T.137N R.27W S. 36. located at the southwest corner of the lake state owned.,Unknown,18028700
,Concrete,,Open to Public use,18029300
DNR,Concrete,,Open to Public use,18029400
Unknown,Other,None.,Unknown,18029500
DNR,Concrete,Located off Mitchell Lake Road; NE bay.,Open to Public use,18029600
DNR,Concrete,Access through channel from East Fox.,Open to Public use,18029700
DNR,Concrete,,Open to Public use,18029800
Unknown,Other,None.,Unknown,18029900
DNR,Concrete,,Open to Public use,18030500
Unknown,Other,An unimproved state-owned access was present on the east side of the lake.,Unknown,18030600
DNR,Concrete,,Open to Public use,18030800
County,Concrete,,Open to Public use,18030800
City,Concrete,,Open to Public use,18030800
County,Earthen,,Open to Public use,18030800
Unknown,Other,None.,Unknown,18030900
County,Gravel,,Open to Public use,18031000
Corps of Engineers,Concrete,,Open to Public use,18031000
Corps of Engineers,Concrete,,Fee/Permit needed,18031000
Corps of Engineers,Concrete,,Open to Public use,18031000
DNR,Concrete,,Open to Public use,18031000
DNR,Concrete,,Open to Public use,18031000
DNR,Concrete,,Open to Public use,18031000
,Channel,Channel from Cross Lake,Open to Public use,18031100
,Channel,Channel from Lower Whitefish Lake,Open to Public use,18031100
Corps of Engineers,Concrete,,Fee/Permit needed,18031200
Corps of Engineers,Concrete,,Fee/Permit needed,18031200
DNR,Concrete,,Open to Public use,18031200
Corps of Engineers,Concrete,East shore off Co. Rd 66,Open to Public use,18031500
Unknown,Channel,Channel from Whitefish Lake on southwest shore,Open to Public use,18031500
County,Concrete,,Open to Public use,18032000
Unknown,Other,,Unknown,18032300
